feature_name,num_sources,num_numeric_sources,num_discrete_sources,discretizer_in_use,normalizer_in_use,group_in_use,binary_in_use,max_discrete_source_value,min_discrete_source_value,avg_discrete_source_value,std_discrete_source_value,max_chi_source_opattr_value,min_chi_source_opattr_value,avg_chi_source_opattr_value,std_chi_source_opattr_value,max_numeric_source_value,min_numeric_source_value,avg_numeric_source_value,std_numeric_source_value,max_ttest_source_opattr_value,min_ttest_source_opattr_value,avg_ttest_source_opattr_value,std_ttest_source_opattr_value,cp_data_group_2_avg_t,cp_data_group_2_std_t,cp_data_group_2_max_t,cp_data_group_2_min_t,feat_mutual_info
hospital_number_x_lesion_2_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305629.0,0.0,561210.0789473684,1244142.6682643818,10.308658801825139,-1.0,4.6543294009125695,5.6543294009125695,10.306899521159394,0.010246081318771545,10.308659338734296,10.233829428740913,0.005339555162183435
hospital_number_x_lesion_3_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305629.0,0.0,561210.0765550239,1244142.6693435237,,,,,10.306899576882012,0.01024608127041215,10.308659394448956,10.233829484862651,0.005339555162183435
hospital_number_x_lesion_3_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305629.0,0.0,561210.0765550239,1244142.6693435237,,,,,10.306899576882012,0.01024608127041215,10.308659394448956,10.233829484862651,0.005339555162183435
rectal_temp_x_abdomo_protein_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.1,3522.546650717704,10512.530896306094,22.507665235730713,7.163943954365236,14.835804595047975,7.6718606406827385,6.881854551719565,2.277483765351053,7.234708824848212,-10.233206595429063,0.01611195614143058
rectal_temp_x_abdomo_protein_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.1,3522.546650717704,10512.530896306094,7.022139721187254,-22.507665235730713,-7.742762757271729,14.764902478458982,6.742618740726515,2.2598311567001828,7.09308698975056,-10.234452363762472,0.01611195614143058
rectal_temp_x_abdomo_protein_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.1,3522.546650717704,10512.530896306094,5.995605090376254,5.971714543317355,5.983659816846805,0.01194527352944963,5.826491237828504,1.2999266434246355,5.996360394156853,-4.1583685701985065,0.010558874369038119
rectal_temp_x_abdomo_protein_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.1,3522.546650717704,10512.530896306094,2.9442032121227393,-6.775603471927532,-1.9157001299023964,4.859903342025135,2.8107860592578335,2.0032278698778425,3.173178313522454,-10.297658650075805,0.04322199060881002
rectal_temp_x_lesion_1_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,5225.825119617226,10771.432966423663,9.351856885061414,7.163943954365236,8.257900419713325,1.0939564653480889,9.356737473152394,2.546384773172027,9.693381781597052,-10.202316218625688,0.05310066656300815
rectal_temp_x_lesion_1_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,5225.825119617226,10771.432966423663,0.01917142146941649,-9.351856885061414,-4.666342731795999,4.685514153265415,3.2524861569019885,1.7598779835249292,3.4832624267019145,-10.26522100750747,0.07402057932535622
rectal_temp_x_lesion_1_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,5225.825119617226,10771.432966423663,3.4761164164515805,3.475834475263053,3.4759754458573164,0.00014097059426387837,3.474345208902922,0.015846139763169356,3.476408381361709,3.3526287000618606,0.0324765597168243
rectal_temp_x_lesion_2_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3495.0332535885173,10522.646527481347,7.163943954365236,1.0000000000000002,4.081971977182619,3.081971977182618,6.810382085006895,2.2681471428771554,7.163043024790122,-10.233654795463274,0.01611195614143058
rectal_temp_x_lesion_2_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3495.0332535885173,10522.646527481347,7.160804003695561,-1.0000000000000002,3.0804020018477805,4.08040200184778,6.810245234256393,2.2686273588009347,7.1632043201816185,-10.234003984836178,0.01611195614143058
rectal_temp_x_lesion_3_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.5906698564595,10524.015622733774,,,,,6.811100735042255,2.2684982837818715,7.163944062215878,-10.233829484862651,0.01611195614143058
rectal_temp_x_lesion_3_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.5906698564595,10524.015622733774,,,,,6.811100735042255,2.2684982837818715,7.163944062215878,-10.233829484862651,0.01611195614143058
rectal_temp_x_hospital_number_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.6534825925855,10523.994809725591,7.163943954365236,5.5199668768373495,6.3419554156012925,0.8219885387639434,6.817030369215425,2.2502921405562017,7.164092049559972,-10.233830469034944,0.01611195614143058
rectal_temp_x_hospital_number_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.6534825925855,10523.994809725591,7.163647971185545,-5.5199668768373495,0.8218405471740979,6.3418074240114475,6.816739728014503,2.2502544574561236,7.163796071791362,-10.233828500690768,0.01611195614143058
rectal_temp_x_hospital_number_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.6534825925855,10523.994809725591,1.487621033943029,-6.94300013115211,-2.7276895486045407,4.21531058254757,1.1476177211787253,1.8329767972327107,1.4881112690273894,-10.311313595799792,0.013191805142969826
rectal_temp_x_rectal_temp_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.6887874845356,10523.983111339316,7.163943954365236,7.127585958259722,7.14576495631248,0.018178998052757134,6.816885880871947,2.250270300793595,7.163943034148942,-10.233827368942485,0.01611195614143058
rectal_temp_x_rectal_temp_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.6887874845356,10523.983111339316,7.163946010661783,-7.127585958259722,0.01818002620103032,7.145765984460752,6.816884219313201,2.2502762978757502,7.1639450903409525,-10.233831600782304,0.01611195614143058
rectal_temp_x_rectal_temp_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.6887874845356,10523.983111339316,7.124741931338687,-29.165891332916928,-11.02057470078912,18.14531663212781,6.778408417428117,2.2453085995358633,7.1247420116723665,-10.234098177568447,0.01611195614143058
rectal_temp_x_abdomo_protein_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.94007907429,10523.899840720476,22.47547093781288,7.163943954365236,14.819707446089058,7.655763491723821,6.817581124788014,2.250360810837915,7.164651851418692,-10.23382325896922,0.01611195614143058
rectal_temp_x_abdomo_protein_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.94007907429,10523.899840720476,7.162528352123065,-22.47547093781288,-7.656471292844907,14.818999644967972,6.816188966414866,2.25018578646078,7.163236263757447,-10.233835710755024,0.01611195614143058
rectal_temp_x_abdomo_protein_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.94007907429,10523.899840720476,5.993172488927014,-3.417897550462353,1.2876374692323305,4.7055350196946835,5.658244305760091,2.119239530409399,5.993927323452498,-10.251950867544855,0.010558874369038119
rectal_temp_x_lesion_1_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.632952377738,10524.001611059495,9.351856885064395,7.163943954365236,8.257900419714815,1.0939564653495792,6.816963718685836,2.2502828000152673,7.1640238110991525,-10.233828719779371,0.01611195614143058
rectal_temp_x_lesion_1_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.632952377738,10524.001611059495,7.163784454650027,-9.351856885064395,-1.094036215207184,8.25782066985721,6.816806380799639,2.2502637983137093,7.163864312563545,-10.233830249945857,0.01611195614143058
rectal_temp_x_lesion_1_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.632952377738,10524.001611059495,3.476116416451581,-6.985352613219519,-1.7546180983839692,5.23073451483555,3.0390505282659612,2.3377151606432696,3.476408381361709,-10.299954961629497,0.0324765597168243
rectal_temp_x_lesion_2_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.5930622009573,10524.014830039647,7.163943954365236,1.0,4.081971977182619,3.081971977182618,6.816885078840506,2.2502732237279863,7.163944035072967,-10.233829428740913,0.01611195614143058
rectal_temp_x_lesion_2_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.5930622009573,10524.014830039647,7.163944008108167,-1.0,3.0819720040540837,4.081972004054084,6.816885021220415,2.250273374690443,7.163944089189229,-10.233829540984365,0.01611195614143058
rectal_temp_x_lesion_3_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.5906698564595,10524.015622733774,,,,,6.816885050113123,2.2502732992207957,7.163944062215878,-10.233829484862651,0.01611195614143058
rectal_temp_x_lesion_3_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,3487.5906698564595,10524.015622733774,,,,,6.816885050113123,2.2502732992207957,7.163944062215878,-10.233829484862651,0.01611195614143058
abdomo_protein_x_lesion_1_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1773.1904306220094,4156.208099214405,22.507665235730716,9.351856885061414,15.929761060396064,6.577904175334651,8.98867430302595,3.006282236326333,9.536201794116048,-10.276525808367778,0.0730246962301949
abdomo_protein_x_lesion_1_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1773.1904306220094,4156.208099214405,-9.259388480148903,-9.351856885061414,-9.305622682605158,0.046234202456255424,-9.195159525152102,0.16011947690232115,-9.166728968927139,-10.33942240105209,0.07828987270732608
abdomo_protein_x_lesion_1_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1773.1904306220094,4156.208099214405,6.72235993970126,6.693552274578296,6.707956107139777,0.014403832561482144,6.482144895172183,1.8364137960224747,6.724049262976182,-7.622666956057591,0.07286771621614067
abdomo_protein_x_lesion_3_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34.95598086124402,47.17333632892152,,,,,20.51520539886236,7.163260568398153,22.502667402992646,-10.308035637994017,0.014876418223069572
abdomo_protein_x_lesion_3_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34.95598086124402,47.17333632892152,,,,,20.51520539886236,7.163260568398153,22.502667402992646,-10.308035637994017,0.014876418223069572
abdomo_protein_x_hospital_number_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35.0187935973698,47.12738174747342,22.507665235730705,5.519966876837526,14.013816056284115,8.49384917944659,20.5754107923605,7.115580432931651,22.53693805709208,-10.308036638798432,0.014876418223069572
abdomo_protein_x_hospital_number_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35.0187935973698,47.12738174747342,22.445427290460014,-5.519966876837527,8.462730206811244,13.982697083648771,20.51918158167135,7.1017356675848236,22.47716109119994,-10.308034637190023,0.019823755394565646
abdomo_protein_x_rectal_temp_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35.05409848932002,47.10151296509813,22.507665235730705,7.127585958259752,14.817625596995228,7.690039638735477,20.598229465620644,7.12126518451882,22.561270516480867,-10.308033540523121,0.014876418223069572
abdomo_protein_x_rectal_temp_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35.05409848932002,47.10151296509813,22.395043500947633,-7.127585958259752,7.63372877134394,14.761314729603694,20.495827902934977,7.095911958926252,22.452253116020568,-10.308037735464382,0.014876418223069572
abdomo_protein_x_rectal_temp_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35.05409848932002,47.10151296509813,5.945131153692099,-16.361551181293777,-5.208210013800839,11.153341167492938,5.0030010584132665,3.268795548061061,5.969609215696462,-10.30849987845073,0.010558874369038119
abdomo_protein_x_abdomo_protein_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35.30539007907429,46.91607831680837,22.507665235730705,22.475470937814894,22.4915680867728,0.016097148957905816,20.549379097772395,7.1071481523481355,22.507346164393578,-10.30802940814221,0.014876418223069572
abdomo_protein_x_abdomo_protein_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35.30539007907429,46.91607831680837,22.508322933338793,-22.475470937814894,0.016425997761949418,22.491896935576843,20.546341525276112,7.110467153968842,22.507990759471014,-10.308041867844763,0.014876418223069572
abdomo_protein_x_abdomo_protein_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35.30539007907429,46.91607831680837,21.50123571545785,-7.908380938052569,6.796427388702639,14.70480832675521,19.618493498620847,6.8708037989638235,21.510741661280168,-10.308045451228113,0.014876418223069572
abdomo_protein_x_lesion_1_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34.99826338252256,47.14210324251734,22.507665235730705,9.351856885061503,15.929761060396103,6.577904175334601,20.570716483040613,7.1144942027190705,22.532004982357137,-10.30803487301043,0.014876418223069572
abdomo_protein_x_lesion_1_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34.99826338252256,47.14210324251734,22.458396846207094,-9.351856885061505,6.553269980572795,15.9051268656343,20.524838184367383,7.10307147505892,22.483129028964154,-10.308036402977537,0.019823755394565646
abdomo_protein_x_lesion_1_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34.99826338252256,47.14210324251734,6.693552274578296,-21.521666832113944,-7.4140572787678245,14.10760955334612,5.472700557321743,3.4126468335591444,6.72404926297618,-10.308605215025787,0.07286771621614067
abdomo_protein_x_lesion_2_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34.95837320574163,47.171588838259304,22.507665235730705,1.0,11.753832617865353,10.753832617865353,20.552694840538337,7.109999145522967,22.51282444095371,-10.30803558228131,0.014876418223069572
abdomo_protein_x_lesion_2_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34.95837320574163,47.171588838259304,22.49719350024064,-1.0,10.74859675012032,11.74859675012032,20.54299498622866,7.107601508291884,22.502454892995523,-10.308035693706705,0.014876418223069572
abdomo_protein_x_lesion_3_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34.95598086124402,47.17333632892152,,,,,20.547868674876597,7.108806515059855,22.507665235730705,-10.308035637994017,0.014876418223069572
abdomo_protein_x_lesion_3_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34.95598086124402,47.17333632892152,,,,,20.547868674876597,7.108806515059855,22.507665235730705,-10.308035637994017,0.014876418223069572
lesion_1_x_lesion_2_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1745.677033492823,4170.202440612762,9.351856885061414,1.0000000000000002,5.175928442530707,4.175928442530707,8.826065528914445,2.9812319972933294,9.371621837461097,-10.276975724691642,0.07663512335460608
lesion_1_x_lesion_2_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1745.677033492823,4170.202440612762,9.267343987855563,-1.0000000000000002,4.1336719939277815,5.1336719939277815,8.773033537530248,2.9728514666641277,9.317058719952408,-10.277322501375403,0.07828987270732607
lesion_1_x_lesion_3_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1738.2344497607655,4170.535195946846,,,,,8.806225983212778,2.9782851129169723,9.351797639509618,-10.277149208395308,0.0730246962301949
lesion_1_x_lesion_3_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1738.2344497607655,4170.535195946846,,,,,8.806225983212778,2.9782851129169723,9.351797639509618,-10.277149208395308,0.0730246962301949
lesion_1_x_hospital_number_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1738.2972624968916,4170.509023119281,9.351856885061414,5.5199668768373344,7.435911880949375,1.9159450041120398,8.815492217126339,2.9546330069474003,9.352186986871557,-10.277150202770061,0.0730246962301949
lesion_1_x_hospital_number_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1738.2972624968916,4170.509023119281,9.351196574655575,-5.5199668768373344,1.91561484890912,7.435581725746454,8.814849252668415,2.9545361074190835,9.351526747654908,-10.277148214020974,0.0730246962301949
lesion_1_x_hospital_number_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1738.2972624968916,4170.509023119281,3.469576278265857,-8.264837879628967,-2.397630800681555,5.867207078947413,3.0664812058649087,2.1458535936770904,3.4701481376213974,-10.312337634040018,0.037255125879333044
lesion_1_x_rectal_temp_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1738.3325673888417,4170.494311974056,9.351856885061414,7.127585958259289,8.239721421660352,1.1121354634010627,8.815611656220867,2.9546561367643043,9.352310780459533,-10.277147110771445,0.07828987270732607
lesion_1_x_rectal_temp_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1738.3325673888417,4170.494311974056,9.350948920597109,-7.127585958259289,1.11168148116891,8.239267439428199,8.814729792098797,2.954512973407677,9.351402931772336,-10.277151306018645,0.0730246962301949
lesion_1_x_rectal_temp_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1738.3325673888417,4170.494311974056,3.465491186879753,-8.473965553561923,-2.5042371833410852,5.969728370220838,3.0638592654769283,2.1711133902150466,3.466062193903776,-10.298568499092786,0.0324765597168243
lesion_1_x_abdomo_protein_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41110.0,0.0,1738.583858978596,4170.389590071951,22.475470937813487,9.351856885061414,15.91366391143745,6.561807026376036,8.81696830750155,2.9548582425610075,9.353703428318768,-10.277142977401207,0.0730246962301949
